country,Brand,Business_Segment,Lead_Time
Denmark,OPTREX,null,3
Denmark,REPSILS,null,3
Denmark,Scholl,null,3
Denmark,SENOKOT,null,3
Denmark,Strefen,null,3
Denmark,Strepfen,null,3
Denmark,STREPSILS,null,3
Denmark,CLEARASIL,null,3
Denmark,CONTEX,null,3
Denmark,Dettol,null,2
Denmark,Durex,null,3
Denmark,E45,null,3
Denmark,ENFAMIL,null,3
Denmark,EVIPLAN,null,2
Denmark,EVITEST,null,2
Denmark,Full Marks,null,2
Denmark,GUSSARSKIYE,null,3
Denmark,HC45,null,3
Denmark,HEMOAL,null,3
Denmark,K-Y,null,3
Denmark,LANACANE,null,3
Denmark,LIASAN,null,3
Denmark,London,null,3
Denmark,Lutsine,null,3
Denmark,Nenuco,null,2
Denmark,Nutramigen,null,3
Denmark,Paramol,null,3
Denmark,Private Label,null,2
Denmark,REFLEX,null,3
Denmark,Sinus,null,3
Denmark,Steradent,null,2
Denmark,Superdent,null,2
Denmark,SWEETEX,null,3
Denmark,Veet,null,2
Denmark,PREGESTIMIL,null,3
Denmark,PURAMINO,null,3
Dominican Republic,ALACTA,MJN Nutrition,3
Dominican Republic,ENFA MAMA,MJN Nutrition,3
Dominican Republic,ENFA MAMA,MJN Nutrition,3
Dominican Republic,ENFACARE,MJN Nutrition,3
Dominican Republic,ENFAGROW,MJN Nutrition,3
Dominican Republic,ENFAMIL,MJN Nutrition,3
Dominican Republic,ENFAMIL,MJN Nutrition,3
Dominican Republic,HOSPITAL FEEDING SYSTEM,MJN Nutrition,3
Dominican Republic,HOSPITAL FEEDING SYSTEM,MJN Nutrition,3
Dominican Republic,NUTRAMIGEN,MJN Nutrition,3
Dominican Republic,PURAMINO,MJN Nutrition,3
Dominican Republic,SUSTAGEN,null,3
Dominican Republic,AIRBORNE,null,3
Dominican Republic,AMOPE,null,3
Dominican Republic,CEPACOL,null,3
Dominican Republic,CLEARASIL,null,3
Dominican Republic,DELSYM,null,3
Dominican Republic,DETTOL,null,3
Dominican Republic,DIGESTIVE ADVANTAGE,null,3
Dominican Republic,DUREX,Reckitt Core,3
Dominican Republic,ENFALAC,MJN Nutrition,3
Dominican Republic,K-Y,null,3
Dominican Republic,LANACANE,null,3
Dominican Republic,LICE MD,null,3
Dominican Republic,MEGARED,null,3
Dominican Republic,MOVE FREE,null,3
Dominican Republic,MUCINEX,null,3
Dominican Republic,NEURIVA,null,3
Dominican Republic,OTHER SPECIAL INFANT FORMULA,MJN Nutrition,3
Dominican Republic,PROSOBEE,MJN Nutrition,3
Dominican Republic,SCALPICIN,null,3
Dominican Republic,SCHIFF,null,3
Dominican Republic,STREPSILS,null,3
Dominican Republic,VEET,null,3
Ecuador,DUREX,Reckitt Core,3
Ecuador,ENFAGROW,MJN Nutrition,3
Ecuador,ENFAMIL,MJN Nutrition,3
Ecuador,K-Y,Reckitt Core,3
Ecuador,LACTOFREE,MJN Nutrition,3
Ecuador,NUTRAMIGEN,MJN Nutrition,3
Ecuador,PPEP,null,3
Ecuador,PURAMINO,MJN Nutrition,3
Ecuador,SUSTAGEN,null,3
Ecuador,VEET,Reckitt Core,3
Ecuador,AIRWICK,Essential Home,1
Ecuador,BRASSO,Essential Home,1
Ecuador,CHERRY,Essential Home,1
Ecuador,EASY OFF,null,1
Ecuador,EASY OFF BAM,Essential Home,1
Ecuador,FINISH,Reckitt Core,3
Ecuador,GRIFFIN,Essential Home,1
Ecuador,HARPIC,Reckitt Core,3
Ecuador,LYSOL/LIZOL,Reckitt Core,3
Ecuador,MANSION,Essential Home,1
Ecuador,OTHER SPECIAL INFANT FORMULA,MJN Nutrition,3
Ecuador,SANPIC,Essential Home,1
Ecuador,SILVO,Essential Home,1
Ecuador,VANISH,Reckitt Core,3
Ecuador,WOOLITE,Essential Home,1
Egypt,DETTOL,Reckitt Core,3
Egypt,DUREX,Reckitt Core,3
Egypt,GAVISCON,Reckitt Core,3
Egypt,STREPSILS,Reckitt Core,3
Egypt,VEET,Reckitt Core,3
Finland,Aerogard,null,1
Finland,Airwick,null,2
Finland,Aladdin,null,1
Finland,Ava,null,1
Finland,Black Flag,null,1
Finland,Botanica,null,1
Finland,Botanical Origin,null,1
Finland,Brasso,null,1
Finland,Bryza,null,1
Finland,Calcor,null,1
Finland,Calgon,null,1
Finland,Calinda,null,1
Finland,Cera Clen/Vitro Clen,null,1
Finland,Cillit,null,1
Finland,Cillit Bang,null,1
Finland,Colon,null,1
Finland,Coral,null,1
Finland,Crisp,null,1
Finland,Destop,null,1
Finland,Dosia,null,1
Finland,Duraglit,null,1
Finland,Easy Off Bam,null,1
Finland,Elena,null,1
Finland,Exit Mould,null,1
Finland,Fabulon,null,1
Finland,Finish,null,1
Finland,Flor,null,1
Finland,Fogo,null,1
Finland,Frend,null,1
Finland,Glassex,null,1
Finland,Glen 10/20,null,1
Finland,Goldilocks,null,1
Finland,Harpic,null,1
Finland,HIPPO,null,1
Finland,Hoffmann's,null,1
Finland,Kalia,null,1
Finland,Lanza,null,1
Finland,Lavasbianca,null,1
Finland,Lovela,null,1
Finland,Lysol/Lizol,null,1
Finland,Marc,null,1
Finland,MORTEIN,null,1
Finland,Mr Sheen,null,1
Finland,Napisan,null,1
Finland,Napisan (Italy),null,1
Finland,Neophos,null,1
Finland,Pea Beu,null,1
Finland,Pine O Cleen,null,1
Finland,Pop,null,1
Finland,Preen,null,1
Finland,Quanto,null,1
Finland,Sagrotan,null,1
Finland,Scale Away,null,1
Finland,Sidol,null,1
Finland,Silvo,null,1
Finland,Sole,null,1
Finland,St Marc,null,1
Finland,Steelo,null,1
Finland,Timor,null,1
Finland,Tiret,null,1
Finland,Vanish,null,1
Finland,Vitroclen,null,1
Finland,Windolene,null,1
Finland,Woolite,null,1
Finland,Xau,null,1
Finland,BENACTIV GOLA,null,2
Finland,Benagol,null,3
Finland,Biofreeze,null,3
Finland,Bonjela,null,3
Finland,CARDIPRIN,null,3
Finland,DISPRIN,null,3
Finland,DOBENDAN,null,3
Finland,Fybogel,null,3
Finland,GAVISCON,null,3
Finland,Gavisconell,null,3
Finland,LEMSIP,null,3
Finland,Mucinex,null,3
Finland,Nureflex,null,3
Finland,NUROFEN,null,3
Finland,NUROMOL,null,3
Finland,OPTREX,null,3
Finland,REPSILS,null,3
Finland,Scholl,null,3
Finland,SENOKOT,null,3
Finland,Strefen,null,3
Finland,Strepfen,null,3
Finland,STREPSILS,null,3
Finland,CLEARASIL,null,3
Finland,CONTEX,null,3
Finland,Dettol,null,2
Finland,Durex,null,3
Finland,E45,null,3
Finland,ENFAMIL,null,3
Finland,EVIPLAN,null,2
Finland,EVITEST,null,2
Finland,Full Marks,null,2
Finland,GUSSARSKIYE,null,3
Finland,HC45,null,3
Finland,HEMOAL,null,3
Finland,K-Y,null,3
Finland,LANACANE,null,3
Finland,LIASAN,null,3
Finland,London,null,3
Finland,Lutsine,null,3
Finland,Nenuco,null,2
Finland,Nutramigen,null,3
Finland,Paramol,null,3
Finland,Private Label,null,2
Finland,REFLEX,null,3
Finland,Sinus,null,3
Finland,Steradent,null,2
Finland,Superdent,null,2
Finland,SWEETEX,null,3
Finland,Veet,null,2
Finland,PURAMINO,null,3
France,Aerogard,null,1
France,Airwick,Essential Home,2
France,Aladdin,null,1
France,Ava,Essential Home,1
France,Black Flag,null,1
France,Botanica,Essential Home,1
France,Botanical Origin,null,1
France,Brasso,null,1
France,Bryza,null,1
France,Calcor,null,1
France,Calgon,Essential Home,1
France,Calinda,null,1
France,Cera Clen/Vitro Clen,null,1
France,Cillit,Essential Home,1
France,Cillit Bang,Essential Home,1
France,Colon,null,1
France,Coral,null,1
France,Crisp,null,1
France,Destop,Essential Home,1
France,Dosia,null,1
France,Duraglit,null,1
France,Easy Off Bam,null,1
France,Elena,null,1
France,Exit Mould,null,1
France,Fabulon,Essential Home,1
France,Finish,Reckitt Core,3
France,Flor,null,1
France,Fogo,null,1
France,Frend,null,1
France,Glassex,Essential Home,1
France,Glen 10/20,null,1
France,Goldilocks,null,1
France,Harpic,Reckitt Core,3
France,HIPPO,null,1
France,Hoffmann's,null,1
France,Kalia,null,1
France,Lanza,Essential Home,1
France,Lavasbianca,null,1
France,Lovela,null,1
France,Lysol/Lizol,Reckitt Core,3
France,Marc,Essential Home,1
France,MORTEIN,null,1
France,Mr Sheen,null,1
France,Napisan,null,1
France,Napisan (Italy),Reckitt Core,3
France,Neophos,null,1
France,Pea Beu,null,1
France,Pine O Cleen,null,1
France,Pop,null,1
France,Preen,null,1
France,Quanto,null,1
France,Sagrotan,Reckitt Core,3
France,Scale Away,null,1
France,Sidol,null,1
France,Silvo,null,1
France,Sole,null,1
France,St Marc,Essential Home,1
France,Steelo,null,1
France,Timor,Reckitt Core,3
France,Tiret,null,1
France,Vanish,Reckitt Core,3
France,Vitroclen,Essential Home,1
France,Windolene,null,1
France,Woolite,Essential Home,1
France,Xau,null,1
France,BENACTIV GOLA,null,2
France,Benagol,null,3
France,Biofreeze,Reckitt Core,3
France,Bonjela,null,3
France,CARDIPRIN,null,3
France,DISPRIN,null,3
France,DOBENDAN,null,3
France,Fybogel,null,3
France,GAVISCON,Reckitt Core,3
France,Gavisconell,Reckitt Core,3
France,LEMSIP,null,3
France,Mucinex,null,3
France,Nureflex,Reckitt Core,3
France,NUROFEN,Reckitt Core,3
France,NUROMOL,null,3
France,OPTREX,Reckitt Core,3
France,REPSILS,null,3
France,Scholl,Reckitt Core,3
France,SENOKOT,null,3
France,Strefen,Reckitt Core,3
France,Strepfen,Reckitt Core,3
France,STREPSILS,Reckitt Core,3
France,CLEARASIL,Reckitt Core,3
France,CONTEX,null,3
France,Dettol,Reckitt Core,3
France,Durex,Reckitt Core,3
France,E45,Reckitt Core,3
France,ENFAMIL,MJN Nutrition,3
France,EVIPLAN,null,2
France,EVITEST,null,2
France,Full Marks,Reckitt Core,3
France,GUSSARSKIYE,null,3
France,HC45,null,3
France,HEMOAL,null,3
France,K-Y,Reckitt Core,3
France,LANACANE,null,3
France,LIASAN,null,3
France,London,null,3
France,Lutsine,Reckitt Core,3
France,Nenuco,Essential Home,2
France,Nutramigen,MJN Nutrition,3
France,Paramol,null,3
France,Private Label,null,2
France,REFLEX,null,3
France,Sinus,null,3
France,Steradent,Reckitt Core,3
France,Superdent,null,2
France,SWEETEX,null,3
France,Veet,Reckitt Core,3
France,BIACTOL,Reckitt Core,3
France,ENFALAC,MJN Nutrition,3
France,ERYPLAST,Reckitt Core,3
France,INTIMA DE KARINZI,Reckitt Core,3
France,PREGESTIMIL,MJN Nutrition,3
France,PURAMINO,MJN Nutrition,3
France,O'CEDAR,Essential Home,3
France,OTHER SPECIAL INFANT FORMULA,MJN Nutrition,3
Germany,Aerogard,Essential Home,1
Germany,Airwick,Essential Home,2
Germany,Aladdin,null,1
Germany,Ava,Reckitt Core,3
Germany,Black Flag,null,1
Germany,Botanica,Essential Home,1
Germany,Botanical Origin,null,1
Germany,Brasso,null,1
Germany,Bryza,null,1
Germany,Calcor,null,1
Germany,Calgon,Essential Home,1
Germany,Calinda,null,1
Germany,Cera Clen/Vitro Clen,Essential Home,1
Germany,Cillit,Essential Home,1
Germany,Cillit Bang,Essential Home,1
Germany,Colon,null,1
Germany,Coral,null,1
Germany,Crisp,null,1
Germany,Destop,Essential Home,1
Germany,Dosia,null,1
Germany,Duraglit,null,1
Germany,Easy Off Bam,null,1
Germany,Elena,null,1
Germany,Exit Mould,null,1
Germany,Fabulon,null,1
Germany,Finish,Reckitt Core,3
Germany,Flor,null,1
Germany,Fogo,null,1
Germany,Frend,null,1
Germany,Glassex,null,1
Germany,Glen 10/20,null,1
Germany,Goldilocks,null,1
Germany,Harpic,Reckitt Core,3
Germany,HIPPO,null,1
Germany,Hoffmann's,Essential Home,1
Germany,Kalia,null,1
Germany,Lanza,null,1
Germany,Lavasbianca,null,1
Germany,Lovela,null,1
Germany,Lysol/Lizol,null,1
Germany,Marc,null,1
Germany,MORTEIN,null,1
Germany,Mr Sheen,null,1
Germany,Napisan,null,1
Germany,Napisan (Italy),null,1
Germany,Neophos,null,1
Germany,Pea Beu,null,1
Germany,Pine O Cleen,null,1
Germany,Pop,null,1
Germany,Preen,null,1
Germany,Quanto,null,1
Germany,Sagrotan,Reckitt Core,3
Germany,Scale Away,null,1
Germany,Sidol,null,1
Germany,Silvo,null,1
Germany,Sole,null,1
Germany,St Marc,null,1
Germany,Steelo,null,1
Germany,Timor,null,1
Germany,Tiret,null,1
Germany,Vanish,Reckitt Core,3
Germany,Vitroclen,null,1
Germany,Windolene,null,1
Germany,Woolite,Essential Home,1
Germany,Xau,null,1
Germany,BENACTIV GOLA,null,2
Germany,Benagol,null,3
Germany,Biofreeze,null,3
Germany,Bonjela,null,3
Germany,CARDIPRIN,null,3
Germany,DISPRIN,null,3
Germany,DOBENDAN,Reckitt Core,3
Germany,Fybogel,null,3
Germany,GAVISCON,Reckitt Core,3
Germany,Gavisconell,Reckitt Core,3
Germany,LEMSIP,null,3
Germany,Mucinex,null,3
Germany,Nureflex,Reckitt Core,3
Germany,NUROFEN,Reckitt Core,3
Germany,NUROMOL,null,3
Germany,OPTREX,Reckitt Core,3
Germany,REPSILS,null,3
Germany,Scholl,Reckitt Core,3
Germany,SENOKOT,null,3
Germany,Strefen,null,3
Germany,Strepfen,null,3
Germany,STREPSILS,Reckitt Core,3
Germany,CLEARASIL,Reckitt Core,3
Germany,CONTEX,null,3
Germany,Dettol,Reckitt Core,3
Germany,Durex,Reckitt Core,3
Germany,E45,null,3
Germany,ENFAMIL,MJN Nutrition,3
Germany,EVIPLAN,null,2
Germany,EVITEST,null,2
Germany,Full Marks,null,2
Germany,GUSSARSKIYE,null,3
Germany,HC45,null,3
Germany,HEMOAL,null,3
Germany,K-Y,Reckitt Core,3
Germany,LANACANE,null,3
Germany,LIASAN,Reckitt Core,3
Germany,London,Reckitt Core,3
Germany,Lutsine,null,3
Germany,Nenuco,null,2
Germany,Nutramigen,MJN Nutrition,3
Germany,Paramol,null,3
Germany,Private Label,Reckitt Core,3
Germany,REFLEX,null,3
Germany,Sinus,null,3
Germany,Steradent,Reckitt Core,3
Germany,Superdent,Reckitt Core,3
Germany,SWEETEX,null,3
Germany,Veet,Reckitt Core,3
Germany,CALGOFIX,Essential Home,1
Germany,ENFAGROW,MJN Nutrition,3
Germany,ENFAPRO,MJN Nutrition,3
Germany,KUKIDENT,Reckitt Core,3
Germany,PROAFFINITY,MJN Nutrition,3
Germany,PURAMINO,MJN Nutrition,3
Germany,SPORTSLIFE,Reckitt Core,3
Greece,Aerogard,null,1
Greece,Airwick,Essential Home,2
Greece,Aladdin,null,1
Greece,Ava,null,1
Greece,Black Flag,null,1
Greece,Botanica,Essential Home,1
Greece,Botanical Origin,null,1
Greece,Brasso,Essential Home,1
Greece,Bryza,null,1
Greece,Calcor,null,1
Greece,Calgon,Essential Home,1
Greece,Calinda,null,1
Greece,Cera Clen/Vitro Clen,null,1
Greece,Cillit,Essential Home,1
Greece,Cillit Bang,Essential Home,1
Greece,Colon,null,1
Greece,Coral,null,1
Greece,Crisp,null,1
Greece,Destop,Essential Home,1
Greece,Dosia,null,1
Greece,Duraglit,null,1
Greece,Easy Off Bam,null,1
Greece,Elena,null,1
Greece,Exit Mould,null,1
Greece,Fabulon,null,1
Greece,Finish,Reckitt Core,3
Greece,Flor,null,1
Greece,Fogo,null,1
Greece,Frend,null,1
Greece,Glassex,null,1
Greece,Glen 10/20,null,1
Greece,Goldilocks,null,1
Greece,Harpic,Reckitt Core,3
Greece,HIPPO,null,1
Greece,Hoffmann's,null,1
Greece,Kalia,null,1
Greece,Lanza,null,1
Greece,Lavasbianca,null,1
Greece,Lovela,null,1
Greece,Lysol/Lizol,null,1
Greece,Marc,null,1
Greece,MORTEIN,null,1
Greece,Mr Sheen,null,1
Greece,Napisan,null,1
Greece,Napisan (Italy),null,1
Greece,Neophos,null,1
Greece,Pea Beu,null,1
Greece,Pine O Cleen,null,1
Greece,Pop,null,1
Greece,Preen,null,1
Greece,Quanto,Essential Home,1
Greece,Sagrotan,null,1
Greece,Scale Away,null,1
Greece,Sidol,null,1
Greece,Silvo,Essential Home,1
Greece,Sole,null,1
Greece,St Marc,null,1
Greece,Steelo,null,1
Greece,Timor,null,1
Greece,Tiret,null,1
Greece,Vanish,Reckitt Core,3
Greece,Vitroclen,Essential Home,1
Greece,Windolene,null,1
Greece,Woolite,Essential Home,1
Greece,Xau,null,1
Greece,BENACTIV GOLA,null,2
Greece,Benagol,null,3
Greece,Biofreeze,null,3
Greece,Bonjela,null,3
Greece,CARDIPRIN,null,3
Greece,DISPRIN,null,3
Greece,DOBENDAN,null,3
Greece,Fybogel,null,3
Greece,GAVISCON,Reckitt Core,3
Greece,Gavisconell,null,3
Greece,LEMSIP,null,3
Greece,Mucinex,null,3
Greece,Nureflex,null,3
Greece,NUROFEN,Reckitt Core,3
Greece,NUROMOL,null,3
Greece,OPTREX,Reckitt Core,3
Greece,REPSILS,null,3
Greece,Scholl,Reckitt Core,3
Greece,SENOKOT,null,3
Greece,Strefen,null,3
Greece,Strepfen,Reckitt Core,3
Greece,STREPSILS,Reckitt Core,3
Greece,CLEARASIL,Reckitt Core,3
Greece,CONTEX,null,3
Greece,Dettol,Reckitt Core,3
Greece,Durex,Reckitt Core,3
Greece,E45,null,3
Greece,ENFAMIL,null,3
Greece,EVIPLAN,null,2
Greece,EVITEST,null,2
Greece,Full Marks,null,2
Greece,GUSSARSKIYE,null,3
Greece,HC45,null,3
Greece,HEMOAL,null,3
Greece,K-Y,Reckitt Core,3
Greece,LANACANE,null,3
Greece,LIASAN,null,3
Greece,London,null,3
Greece,Lutsine,null,3
Greece,Nenuco,null,2
Greece,Nutramigen,null,3
Greece,Paramol,null,3
Greece,Private Label,null,2
Greece,REFLEX,null,3
Greece,Sinus,null,3
Greece,Steradent,null,2
Greece,Superdent,null,2
Greece,SWEETEX,null,3
Greece,Veet,Reckitt Core,3
Greece,OTHER,Reckitt Core,3
Hong Kong,AIRWICK,Reckitt Core,3
Hong Kong,BONJELA,Reckitt Core,3
Hong Kong,CARDIPRIN,Reckitt Core,3
Hong Kong,DETTOL,Reckitt Core,3
Hong Kong,DUREX,Reckitt Core,3
Hong Kong,FINISH,Reckitt Core,3
Hong Kong,GAVISCON,Reckitt Core,3
Hong Kong,GLUCOLIN,Reckitt Core,3
Hong Kong,HARPIC,Reckitt Core,3
Hong Kong,K-Y,Reckitt Core,3
Hong Kong,LYSOL/LIZOL,Reckitt Core,3
Hong Kong,MOVE FREE,Reckitt Core,3
Hong Kong,MUCINEX,Reckitt Core,3
Hong Kong,MUSE,Reckitt Core,3
Hong Kong,NUROFEN,Reckitt Core,3
Hong Kong,OPTREX,Reckitt Core,3
Hong Kong,SENOKOT,Reckitt Core,3
Hong Kong,STREPFEN,Reckitt Core,3
Hong Kong,STREPSILS,Reckitt Core,3
Hong Kong,VANISH,Reckitt Core,3
Hong Kong,VEET,Reckitt Core,3
Hong Kong,WOODWARDS,Reckitt Core,3
Hong Kong,AEROGARD,Reckitt Core,3
Hong Kong,MOVEFREE,null,3
Hong Kong,STERADENT,Reckitt Core,3
Hong Kong,WOOLITE,Reckitt Core,3
Hungary,Aerogard,null,1
Hungary,Airwick,Essential Home,2
Hungary,Aladdin,null,1
Hungary,Ava,Essential Home,1
Hungary,Black Flag,null,1
Hungary,Botanica,Essential Home,1
Hungary,Botanical Origin,null,1
Hungary,Brasso,null,1
Hungary,Bryza,Essential Home,1
Hungary,Calcor,null,1
Hungary,Calgon,Essential Home,1
Hungary,Calinda,null,1
Hungary,Cera Clen/Vitro Clen,null,1
Hungary,Cillit,Essential Home,1
Hungary,Cillit Bang,Essential Home,1
Hungary,Colon,null,1
Hungary,Coral,null,1
Hungary,Crisp,null,1
Hungary,Destop,null,1
Hungary,Dosia,Essential Home,1
Hungary,Duraglit,null,1
Hungary,Easy Off Bam,null,1
Hungary,Elena,null,1
Hungary,Exit Mould,null,1
Hungary,Fabulon,null,1
Hungary,Finish,Reckitt Core,3
Hungary,Flor,null,1
Hungary,Fogo,null,1
Hungary,Frend,null,1
Hungary,Glassex,null,1
Hungary,Glen 10/20,null,1
Hungary,Goldilocks,null,1
Hungary,Harpic,Reckitt Core,3
Hungary,HIPPO,null,1
Hungary,Hoffmann's,null,1
Hungary,Kalia,null,1
Hungary,Lanza,Essential Home,1
Hungary,Lavasbianca,null,1
Hungary,Lovela,Essential Home,1
Hungary,Lysol/Lizol,Reckitt Core,3
Hungary,Marc,null,1
Hungary,MORTEIN,null,1
Hungary,Mr Sheen,null,1
Hungary,Napisan,null,1
Hungary,Napisan (Italy),null,1
Hungary,Neophos,Reckitt Core,3
Hungary,Pea Beu,null,1
Hungary,Pine O Cleen,null,1
Hungary,Pop,null,1
Hungary,Preen,null,1
Hungary,Quanto,Essential Home,1
Hungary,Sagrotan,Reckitt Core,3
Hungary,Scale Away,null,1
Hungary,Sidol,null,1
Hungary,Silvo,null,1
Hungary,Sole,null,1
Hungary,St Marc,null,1
Hungary,Steelo,null,1
Hungary,Timor,null,1
Hungary,Tiret,Essential Home,1
Hungary,Vanish,Reckitt Core,3
Hungary,Vitroclen,Essential Home,1
Hungary,Windolene,null,1
Hungary,Woolite,Essential Home,1
Hungary,Xau,null,1
Hungary,BENACTIV GOLA,null,2
Hungary,Benagol,null,3
Hungary,Biofreeze,null,3
Hungary,Bonjela,null,3
Hungary,CARDIPRIN,null,3
Hungary,DISPRIN,null,3
Hungary,DOBENDAN,null,3
Hungary,Fybogel,null,3
Hungary,GAVISCON,Reckitt Core,3
Hungary,Gavisconell,Reckitt Core,3
Hungary,LEMSIP,null,3
Hungary,Mucinex,Reckitt Core,3
Hungary,Nureflex,null,3
Hungary,NUROFEN,Reckitt Core,3
Hungary,NUROMOL,null,3
Hungary,OPTREX,Reckitt Core,3
Hungary,REPSILS,null,3
Hungary,Scholl,Reckitt Core,3
Hungary,SENOKOT,null,3
Hungary,Strefen,null,3
Hungary,Strepfen,Reckitt Core,3
Hungary,STREPSILS,Reckitt Core,3
Hungary,CLEARASIL,null,3
Hungary,CONTEX,null,3
Hungary,Dettol,Reckitt Core,3
Hungary,Durex,Reckitt Core,3
Hungary,E45,null,3
Hungary,ENFAMIL,null,3
Hungary,EVIPLAN,null,2
Hungary,EVITEST,null,2
Hungary,Full Marks,null,2
Hungary,GUSSARSKIYE,null,3
Hungary,HC45,null,3
Hungary,HEMOAL,null,3
Hungary,K-Y,null,3
Hungary,LANACANE,null,3
Hungary,LIASAN,null,3
Hungary,London,null,3
Hungary,Lutsine,null,3
Hungary,Nenuco,null,2
Hungary,Nutramigen,null,3
Hungary,Paramol,null,3
Hungary,Private Label,null,2
Hungary,REFLEX,null,3
Hungary,Sinus,null,3
Hungary,Steradent,null,2
Hungary,Superdent,null,2
Hungary,SWEETEX,null,3
Hungary,Veet,Reckitt Core,3
India,DETTOL,Reckitt Core,3
India,DISPRIN,Reckitt Core,3
India,DUREX,Reckitt Core,3
India,DUREX PLAYTHINGS,null,3
India,FYBOGEL,Reckitt Core,3
India,GAVISCON,Reckitt Core,3
India,KOHINOOR,Reckitt Core,3
India,K-Y,Reckitt Core,3
India,MOOV,Reckitt Core,3
India,RING GUARD,Reckitt Core,3
India,STOPACHE,Reckitt Core,3
India,STREPSILS,Reckitt Core,3
India,VEET,Reckitt Core,3
India,D'COLD,Reckitt Core,3
India,DERMICOOL,Reckitt Core,3
India,ITCHGUARD,Reckitt Core,3
India,KRACK,Reckitt Core,3
Indonesia,BRASSO,Reckitt Core,3
Indonesia,DETTOL,Reckitt Core,3
Indonesia,DUREX,Reckitt Core,3
Indonesia,ENFA GC,null,3
Indonesia,ENFAGROW A+ 3,null,3
Indonesia,ENFAGROW A+ 4,null,3
Indonesia,ENFAGROW ESSENTIAL,null,3
Indonesia,ENFAMAMA A+,null,3
Indonesia,ENFAMIL,MJN Nutrition,3
Indonesia,HARPIC,Reckitt Core,3
Indonesia,K-Y,Reckitt Core,3
Indonesia,LACTOFREE,MJN Nutrition,3
Indonesia,NUTRAMIGEN,MJN Nutrition,3
Indonesia,PROVITAL,MJN Nutrition,3
Indonesia,SPECIALTY AND SOLUTIONS,null,3
Indonesia,STREPSILS,Reckitt Core,3
Indonesia,SUSTAGEN,null,3
Indonesia,VANISH,Reckitt Core,3
Indonesia,VEET,Reckitt Core,3
Indonesia,AIRWICK,Reckitt Core,3
Indonesia,DAL,null,3
Indonesia,DBW,null,3
Indonesia,DDS,null,3
Indonesia,DHS,null,3
Indonesia,DHW,null,3
Indonesia,DLS,null,3
Indonesia,ENFAGROW,MJN Nutrition,3
Indonesia,GLUCOLIN,Reckitt Core,3
Indonesia,HOSIERY,null,3
Indonesia,HOSPITAL FEEDING SYSTEM,MJN Nutrition,3
Indonesia,OTHER SPECIAL INFANT FORMULA,MJN Nutrition,3
Indonesia,PREGESTIMIL,MJN Nutrition,3
Indonesia,PURAMINO,MJN Nutrition,3
Indonesia,SOAP,null,3
Indonesia,SURFACE WIPES,null,3
Indonesia,TIGA RODA,Reckitt Core,3
Ireland,Aerogard,null,1
Ireland,Airwick,Essential Home,2
Ireland,Aladdin,null,1
Ireland,Ava,null,1
Ireland,Black Flag,null,1
Ireland,Botanica,null,1
Ireland,Botanical Origin,Essential Home,1
Ireland,Brasso,Essential Home,1
Ireland,Bryza,null,1
Ireland,Calcor,null,1
Ireland,Calgon,Essential Home,1
Ireland,Calinda,null,1
Ireland,Cera Clen/Vitro Clen,null,1
Ireland,Cillit,null,1
Ireland,Cillit Bang,Essential Home,1
Ireland,Colon,null,1
Ireland,Coral,null,1
Ireland,Crisp,null,1
Ireland,Destop,null,1
Ireland,Dosia,null,1
Ireland,Duraglit,null,1
Ireland,Easy Off Bam,null,1
Ireland,Elena,null,1
Ireland,Exit Mould,null,1
Ireland,Fabulon,null,1
Ireland,Finish,Reckitt Core,3
Ireland,Flor,null,1
Ireland,Fogo,null,1
Ireland,Frend,null,1
Ireland,Glassex,null,1
Ireland,Glen 10/20,null,1
Ireland,Goldilocks,null,1
Ireland,Harpic,Reckitt Core,3
Ireland,HIPPO,null,1
Ireland,Hoffmann's,null,1
Ireland,Kalia,null,1
Ireland,Lanza,null,1
Ireland,Lavasbianca,null,1
Ireland,Lovela,null,1
Ireland,Lysol/Lizol,Reckitt Core,3
Ireland,Marc,null,1
Ireland,MORTEIN,null,1
Ireland,Mr Sheen,Essential Home,1
Ireland,Napisan,Reckitt Core,3
Ireland,Napisan (Italy),null,1
Ireland,Neophos,null,1
Ireland,Pea Beu,null,1
Ireland,Pine O Cleen,null,1
Ireland,Pop,null,1
Ireland,Preen,null,1
Ireland,Quanto,null,1
Ireland,Sagrotan,null,1
Ireland,Scale Away,null,1
Ireland,Sidol,null,1
Ireland,Silvo,Essential Home,1
Ireland,Sole,null,1
Ireland,St Marc,null,1
Ireland,Steelo,null,1
Ireland,Timor,null,1
Ireland,Tiret,null,1
Ireland,Vanish,Reckitt Core,3
Ireland,Vitroclen,null,1
Ireland,Windolene,Essential Home,1
Ireland,Woolite,Essential Home,1
Ireland,Xau,null,1
Ireland,BENACTIV GOLA,null,2
Ireland,Benagol,null,3
Ireland,Biofreeze,Reckitt Core,3
Ireland,Bonjela,Reckitt Core,3
Ireland,CARDIPRIN,null,3
Ireland,DISPRIN,Reckitt Core,3
Ireland,DOBENDAN,null,3
Ireland,Fybogel,Reckitt Core,3
Ireland,GAVISCON,Reckitt Core,3
Ireland,Gavisconell,Reckitt Core,3
Ireland,LEMSIP,Reckitt Core,3
Ireland,Mucinex,null,3
Ireland,Nureflex,null,3
Ireland,NUROFEN,Reckitt Core,3
Ireland,NUROMOL,null,3
Ireland,OPTREX,Reckitt Core,3
