Brand,Country,Business_Segment,Area,Region,CATEGORY
AR (Infant Acid Reflux),Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Colombia,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Ireland,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Dominican Republic,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Pakistan,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Brazil,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Poland,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),China,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Venezuela,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Singapore,MJN Nutrition,Emerging Markets,ASEAN,Nutrition
AR (Infant Acid Reflux),Canada,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Other Caribbean,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Costa Rica,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),USA,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Sri Lanka,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Other HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),United Kingdom,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Jamaica,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Hygiene BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),France,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Indonesia,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Guatemala,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Peru,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Thailand,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),El Salvador,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Nicaragua,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Puerto Rico,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Mexico,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Panama,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Honduras,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Philippines,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Belize,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Argentina,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),France,MJN Nutrition,Nutrition,Nutrition,Nutrition
AR (Infant Acid Reflux),Central America,MJN Nutrition,Nutrition,Nutrition,#N/A
Araldite/Araldit,Germany,Reckitt Core,Europe,Central Europe,Self-Care
Araldite/Araldit,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Araldite/Araldit,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Araldite/Araldit,Spain,Reckitt Core,Europe,West Europe,Self-Care
Araldite/Araldit,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Ashton & Parsons,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Other
Ashton & Parsons,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Ashton & Parsons,Indonesia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Ashton & Parsons,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Ashton & Parsons,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Atomic,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Atomic,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Atomic,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Atomic,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Atomic,Greece,Reckitt Core,Europe,South East Europe,#N/A
Atomic,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Atopil,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Atopil,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Atopil,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Atopil,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Atopil,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Atopil,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Attest,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
Attest,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Attest,Russian Fed,Reckitt Core,Emerging Markets,MENARP,Self-Care
Attest,Central Asia,Reckitt Core,Emerging Markets,MENARP,Self-Care
Attest,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Attest,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Ava,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Ava,Other HQ,Reckitt Core,Other,n/a,Household Care
Ava,Hygiene BU HQ,Reckitt Core,Other,n/a,Household Care
Ava,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Ava,Italy,Essential Home,Europe,South East Europe,Laundry
Ava,Hungary,Essential Home,Europe,South East Europe,Laundry
Ava,United Kingdom,Essential Home,Europe,N Europe and ANZ,Laundry
Ava,Spain,Essential Home,Europe,South East Europe,Laundry
Ava,Belgium,Essential Home,Europe,West Europe,Laundry
Ava,France,Essential Home,Europe,West Europe,Laundry
Ava,ENA BV,Essential Home,Europe,ENA BV,Laundry
Ava,Netherlands,Essential Home,Europe,West Europe,Laundry
Ava,Slovakia,Essential Home,Europe,East Europe,Laundry
Ava,Czech Republic,Essential Home,Europe,East Europe,Laundry
Ava,Croatia,Essential Home,Europe,South East Europe,Laundry
Ava,Poland,Essential Home,Europe,East Europe,Laundry
Ava,Slovenia,Essential Home,Europe,South East Europe,Laundry
Ava,Hygiene Europe HQ,Essential Home,Other,n/a,Other
Ava,Germany,Reckitt Core,Europe,Central Europe,#N/A
Ava,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Bactopur,Spain,Reckitt Core,Europe,West Europe,Intimate Wellness
Bactopur,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Bactopur,Portugal,Reckitt Core,Europe,West Europe,Intimate Wellness
Bactopur,Other HQ,Reckitt Core,Other,n/a,Intimate Wellness
Bactopur,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Bactopur,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Bactopur,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Bactopur,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Bactopur,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Bactopur,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Bademol,Italy,Reckitt Core,Europe,South East Europe,Self-Care
Bademol,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Bademol,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Bademol,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Bademol,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Bademol,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Bademol,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Balta,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Balta,Italy,Reckitt Core,Europe,South East Europe,Self-Care
Balta,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Balta,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Baranne,Hygiene BU HQ,Reckitt Core,Other,n/a,Other
Baranne,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Baranne,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Baranne,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Other
Baranne,Brazil,Essential Home,Emerging Markets,LATAM,Cleaners
Baranne,France,Essential Home,Europe,West Europe,Cleaners
Baranne,Colombia,Essential Home,Emerging Markets,LATAM,Cleaners
Baranne,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Baranne,Mexico,Reckitt Core,Emerging Markets,LATAM,#N/A
Baranne,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Barbara Gould,Portugal,Reckitt Core,Europe,West Europe,Self-Care
Barbara Gould,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Barbara Gould,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Barbara Gould,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Belarom,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Belarom,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Belarom,Argentina,Essential Home,Emerging Markets,LATAM,Cleaners
Belarom,Brazil,Essential Home,Emerging Markets,LATAM,Cleaners
Belarom,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Benactiv Gola,Thailand,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Benactiv Gola,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
Benactiv Gola,Italy,Reckitt Core,Europe,South East Europe,Self-Care
Benactiv Gola,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Benactiv Gola,Other HQ,Reckitt Core,Other,n/a,Self-Care
Benactiv Gola,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
Benactiv Gola,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Benactiv Gola,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Benagol,Italy,Reckitt Core,Europe,South East Europe,Self-Care
Benagol,Other HQ,Reckitt Core,Other,n/a,Self-Care
Benagol,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Benagol,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
Benagol,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Benagol,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
Benagol,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Biactol,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Biactol,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Biactol,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Biactol,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Biactol,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Biactol,France,Reckitt Core,Europe,West Europe,#N/A
Biactol,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Big Boy,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Big Boy,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Big Boy,Other HQ,Reckitt Core,Other,n/a,Other
Big Boy,ENA BV,Essential Home,Europe,ENA BV,Other
Big Boy,USA,Essential Home,North America,NAC,Cleaners
Big Boy,Hygiene BU HQ,Essential Home,Other,n/a,Cleaners
Big Boy,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Binaca,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Binaca,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Binaca,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
Binaca,Hungary,Reckitt Core,Europe,South East Europe,#N/A
Binaca,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Biofreeze,Canada,Reckitt Core,North America,NAC,Self-Care
Biofreeze,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
Biofreeze,USA,Reckitt Core,North America,NAC,Self-Care
Biofreeze,Korea,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
Biofreeze,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Biofreeze,Spain,Reckitt Core,Europe,West Europe,Self-Care
Biofreeze,Australia,Reckitt Core,Europe,ANZ,Self-Care
Biofreeze,Egypt,Reckitt Core,Emerging Markets,MENARP,Self-Care
Biofreeze,France,Reckitt Core,Europe,West Europe,Self-Care
Biofreeze,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Biofreeze,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
Biofreeze,Belgium,Reckitt Core,Europe,West Europe,Self-Care
Biofreeze,Other Caribbean,Reckitt Core,Emerging Markets,LATAM,Self-Care
Biofreeze,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,Self-Care
Biofreeze,Netherlands,Reckitt Core,Europe,West Europe,Self-Care
Biofreeze,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
Biofreeze,Ireland,Reckitt Core,Europe,North Europe,Self-Care
Biofreeze,Other HQ,Reckitt Core,Other,n/a,Self-Care
Biofreeze,Levant & Yemen,Reckitt Core,Emerging Markets,MENARP,Self-Care
Biofreeze,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Self-Care
Biofreeze,Portugal,Reckitt Core,Europe,West Europe,Self-Care
Biofreeze,Northern Africa,Reckitt Core,Emerging Markets,MENARP,#N/A
Biofreeze,Hong Kong,Reckitt Core,Emerging Markets,Greater China & North Asia,#N/A
Biofreeze,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Biol,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Biol,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Biol,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Biol. Bucato,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Biol. Bucato,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Biol. Bucato,Spain,Reckitt Core,Europe,West Europe,Self-Care
Biol. Bucato,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Black Flag,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Black Flag,Malaysia,Reckitt Core,Emerging Markets,ASEAN,Household Care
Black Flag,Hygiene BU HQ,Reckitt Core,Other,n/a,Household Care
Black Flag,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Black Flag,Other HQ,Reckitt Core,Other,n/a,Household Care
Black Flag,Australia,Essential Home,Europe,N Europe and ANZ,Pest
Black Flag,New Zealand,Essential Home,Europe,N Europe and ANZ,Pest
Black Flag,ENA BV,Essential Home,Europe,ENA BV,Pest
Black Flag,Hygiene Europe HQ,Essential Home,Other,n/a,Other
Black Flag,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Blitz,South Africa,Reckitt Core,Emerging Markets,Africa,Household Care
Blitz,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Blitz,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Blue Away,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Blue Away,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Blue Away,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Blue Away,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Blue Away,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Blue Away,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Blueclean,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Blueclean,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Blueclean,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Blueclean,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Blueclean,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Blueclean,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
BodiOme,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
BodiOme,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
BodiOme,USA,Reckitt Core,North America,NAC,Self-Care
BodiOme,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
BodiOme,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
BodiOme,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
BodiOme,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Bom Ar,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Bom Ar,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Bom Ar,Brazil,Essential Home,Emerging Markets,LATAM,Air
Bom Ar,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Bonjela,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Bonjela,USA,Reckitt Core,North America,NAC,Self-Care
Bonjela,Other HQ,Reckitt Core,Other,n/a,Self-Care
Bonjela,Maghreb,Reckitt Core,Emerging Markets,MENARP,Self-Care
Bonjela,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Self-Care
Bonjela,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Bonjela,Australia,Reckitt Core,Europe,ANZ,Self-Care
Bonjela,Malaysia,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Bonjela,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
Bonjela,New Zealand,Reckitt Core,Europe,ANZ,Self-Care
Bonjela,Thailand,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Bonjela,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Bonjela,Northern Africa,Reckitt Core,Emerging Markets,MENARP,Self-Care
Bonjela,Pakistan,Reckitt Core,Emerging Markets,MENARP,Self-Care
Bonjela,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,Self-Care
Bonjela,Levant & Yemen,Reckitt Core,Emerging Markets,MENARP,Self-Care
Bonjela,Hong Kong,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
Bonjela,Ireland,Reckitt Core,Europe,North Europe,Self-Care
Bonjela,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
Bonjela,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
Bonjela,Egypt,Reckitt Core,Emerging Markets,MENARP,#N/A
Bonjela,Middle East,Reckitt Core,Emerging Markets,MENARP,#N/A
Bonjela,Israel,Reckitt Core,Europe,South East Europe,Nutrition
Bonjela,Nigeria,Reckitt Core,Emerging Markets,Africa,#N/A
Booster (Probiotic),USA,MJN Nutrition,Nutrition,Nutrition,#N/A
Boots,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Boots,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Boots,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Boots,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Boots,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Boots,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Borosoft,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Borosoft,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Borosoft,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Borosoft,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Borosoft,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Borosoft,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Botanica,Nordics,Essential Home,Europe,Central Europe,Air
Botanica,Nordics,Essential Home,Europe,Central Europe,Air
Botanica,Nordics,Essential Home,Europe,Central Europe,Air
Botanica,Unknown (GEM),Reckitt Core,Emerging Markets,South Asia,Household Care
Botanica,Hygiene BU HQ,Reckitt Core,Other,n/a,Household Care
Botanica,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Botanica,Other HQ,Reckitt Core,Other,n/a,Household Care
Botanica,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Botanica,Norway,Essential Home,Europe,Central Europe,Air
Botanica,France,Essential Home,Europe,West Europe,Air
Botanica,Italy,Essential Home,Europe,South East Europe,Air
Botanica,Slovenia,Essential Home,Europe,South East Europe,Air
Botanica,Iceland,Essential Home,Europe,Central Europe,Air
Botanica,New Zealand,Essential Home,Europe,N Europe and ANZ,Air
Botanica,Switzerland,Essential Home,Europe,Central Europe,Air
Botanica,Romania,Essential Home,Europe,South East Europe,Air
Botanica,ENA BV,Essential Home,Europe,ENA BV,Air
Botanica,Germany,Essential Home,Europe,Central Europe,Air
Botanica,Israel,Essential Home,Europe,South East Europe,Air
Botanica,Portugal,Essential Home,Europe,South East Europe,Air
Botanica,Hungary,Essential Home,Europe,South East Europe,Air
Botanica,Croatia,Essential Home,Europe,South East Europe,Air
Botanica,West Balkans,Essential Home,Europe,South East Europe,Air
Botanica,Greece,Essential Home,Europe,South East Europe,Air
Botanica,USA,Essential Home,North America,NAC,Air
Botanica,Belgium,Essential Home,Europe,West Europe,Air
Botanica,Baltics,Essential Home,Europe,East Europe,Air
Botanica,United Kingdom,Essential Home,Europe,N Europe and ANZ,Air
Botanica,Bulgaria,Essential Home,Europe,South East Europe,Air
Botanica,Slovakia,Essential Home,Europe,East Europe,Air
Botanica,Spain,Essential Home,Europe,South East Europe,Air
Botanica,Hygiene Europe HQ,Essential Home,Other,n/a,Other
Botanica,Poland,Essential Home,Europe,East Europe,Air
Botanica,Austria,Essential Home,Europe,Central Europe,Air
Botanica,Czech Republic,Essential Home,Europe,East Europe,Air
Botanica,Australia,Essential Home,Europe,N Europe and ANZ,Air
Botanica,Canada,Essential Home,North America,NAC,Air
Botanica,Ukraine,Essential Home,Europe,East Europe,#N/A
Botanica,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Botanical Origin,Hygiene BU HQ,Reckitt Core,Other,n/a,Household Care
Botanical Origin,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Botanical Origin,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Botanical Origin,Other HQ,Reckitt Core,Other,n/a,Household Care
Botanical Origin,ENA BV,Essential Home,Europe,ENA BV,Laundry
Botanical Origin,Baltics,Essential Home,Europe,East Europe,Laundry
Botanical Origin,Portugal,Essential Home,Europe,South East Europe,Laundry
Botanical Origin,United Kingdom,Essential Home,Europe,N Europe and ANZ,Laundry
