Brand,Country,Business_Segment,Area,Region,CATEGORY
Dosia,Slovakia,Essential Home,Europe,East Europe,Laundry
Dosia,Slovenia,Essential Home,Europe,South East Europe,Laundry
Dosia,West Balkans,Essential Home,Europe,South East Europe,Laundry
Dosia,Hungary,Essential Home,Europe,South East Europe,Laundry
Dosia,Poland,Essential Home,Europe,East Europe,Laundry
Dosia,Turkey,Reckitt Core,Europe,East Europe,#N/A
Dosia,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Double Rabbit,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Double Rabbit,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Other
Double Rabbit,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Double Rabbit,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Down to Earth,Central America,Reckitt Core,Emerging Markets,LATAM,Other
Down to Earth,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Down to Earth,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Down to Earth,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Dr. Lips,India,Reckitt Core,Emerging Markets,South Asia,Intimate Wellness
Dr. Lips,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Dr. Lips,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Dr. Lips,Singapore,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Dr. Lips,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Drummer,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Drummer,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Drummer,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Drummer,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Drummer,Levant & Yemen,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Drummer,Middle East,Reckitt Core,Emerging Markets,MENARP,#N/A
Drummer,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Duo,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Duo,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Duo,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Duo,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Duraglit,Hygiene BU HQ,Reckitt Core,Other,n/a,Germ Protection
Duraglit,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Duraglit,Other HQ,Reckitt Core,Other,n/a,Germ Protection
Duraglit,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Duraglit,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Duraglit,ENA BV,Essential Home,Europe,ENA BV,Cleaners
Duraglit,Portugal,Essential Home,Europe,South East Europe,Cleaners
Duraglit,Spain,Essential Home,Europe,West Europe,#N/A
Duraglit,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Durex,Nordics,Reckitt Core,Europe,Central Europe,Intimate Wellness
Durex,Nordics,Reckitt Core,Europe,Central Europe,Intimate Wellness
Durex,Nordics,Reckitt Core,Europe,Central Europe,Intimate Wellness
Durex,Nordics,Reckitt Core,Europe,Central Europe,Intimate Wellness
Durex,South Africa,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Durex,El Salvador,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Slovakia,Reckitt Core,Europe,East Europe,Intimate Wellness
Durex,Sri Lanka,Reckitt Core,Emerging Markets,South Asia,Intimate Wellness
Durex,Italy,Reckitt Core,Europe,South East Europe,Intimate Wellness
Durex,Switzerland,Reckitt Core,Europe,Central Europe,Intimate Wellness
Durex,Norway,Reckitt Core,Europe,Central Europe,Intimate Wellness
Durex,Austria,Reckitt Core,Europe,Central Europe,Intimate Wellness
Durex,West Balkans,Reckitt Core,Europe,South East Europe,Intimate Wellness
Durex,USA,Reckitt Core,North America,NAC,Intimate Wellness
Durex,France,Reckitt Core,Europe,West Europe,Intimate Wellness
Durex,Nutrition BU HQ,Reckitt Core,Other,n/a,Intimate Wellness
Durex,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Durex,Argentina,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
Durex,Greece,Reckitt Core,Europe,South East Europe,Intimate Wellness
Durex,Health BU HQ,Reckitt Core,Other,n/a,Intimate Wellness
Durex,India,Reckitt Core,Emerging Markets,South Asia,Intimate Wellness
Durex,Ireland,Reckitt Core,Europe,North Europe,Intimate Wellness
Durex,Peru,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Dominican Republic,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Guatemala,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Japan,Reckitt Core,Emerging Markets,Greater China & North Asia,Intimate Wellness
Durex,Canada,Reckitt Core,North America,NAC,Intimate Wellness
Durex,Belize,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,United Kingdom,Reckitt Core,Europe,North Europe,Intimate Wellness
Durex,Maghreb,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
Durex,Belgium,Reckitt Core,Europe,West Europe,Intimate Wellness
Durex,Spain,Reckitt Core,Europe,West Europe,Intimate Wellness
Durex,Philippines,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Durex,Brazil,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Australia,Reckitt Core,Europe,ANZ,Intimate Wellness
Durex,Portugal,Reckitt Core,Europe,West Europe,Intimate Wellness
Durex,Czech Republic,Reckitt Core,Europe,East Europe,Intimate Wellness
Durex,Turkey,Reckitt Core,Europe,East Europe,Intimate Wellness
Durex,Venezuela,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Durex,Ukraine,Reckitt Core,Europe,East Europe,Intimate Wellness
Durex,Nicaragua,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Baltics,Reckitt Core,Europe,East Europe,Intimate Wellness
Durex,Israel,Reckitt Core,Europe,South East Europe,Intimate Wellness
Durex,Costa Rica,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Mexico,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Belarus,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
Durex,Romania,Reckitt Core,Europe,South East Europe,Intimate Wellness
Durex,Northern Africa,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
Durex,Kenya,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Durex,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Intimate Wellness
Durex,Other HQ,Reckitt Core,Other,n/a,Intimate Wellness
Durex,Honduras,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,DRC & Rwanda,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Durex,Korea,Reckitt Core,Emerging Markets,Greater China & North Asia,Intimate Wellness
Durex,Colombia,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Singapore,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Durex,Malaysia,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Durex,Croatia,Reckitt Core,Europe,South East Europe,Intimate Wellness
Durex,Hungary,Reckitt Core,Europe,South East Europe,Intimate Wellness
Durex,Slovenia,Reckitt Core,Europe,South East Europe,Intimate Wellness
Durex,Bangladesh,Reckitt Core,Emerging Markets,South Asia,Intimate Wellness
Durex,Germany,Reckitt Core,Europe,Central Europe,Intimate Wellness
Durex,Egypt,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
Durex,Other Caribbean,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Bulgaria,Reckitt Core,Europe,South East Europe,Intimate Wellness
Durex,Madagascar & Seychelles,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Durex,Chile,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Central Asia,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
Durex,Iceland,Reckitt Core,Europe,Central Europe,Intimate Wellness
Durex,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
Durex,Ecuador,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Levant & Yemen,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
Durex,Uganda & Tanzania,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Durex,Thailand,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Durex,New Zealand,Reckitt Core,Europe,ANZ,Intimate Wellness
Durex,Netherlands,Reckitt Core,Europe,West Europe,Intimate Wellness
Durex,Poland,Reckitt Core,Europe,East Europe,Intimate Wellness
Durex,Russian Fed,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
Durex,Pakistan,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
Durex,Hong Kong,Reckitt Core,Emerging Markets,Greater China & North Asia,Intimate Wellness
Durex,Taiwan,Reckitt Core,Emerging Markets,Greater China & North Asia,Intimate Wellness
Durex,Ghana & Ivory coast,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Durex,Central America,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Panama,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Durex,Nigeria,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Durex,Middle East,Reckitt Core,Emerging Markets,MENARP,#N/A
E45,South Africa,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
E45,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
E45,Ghana & Ivory coast,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
E45,New Zealand,Reckitt Core,Europe,ANZ,Intimate Wellness
E45,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
E45,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Intimate Wellness
E45,Maghreb,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
E45,Other HQ,Reckitt Core,Other,n/a,Intimate Wellness
E45,France,Reckitt Core,Europe,West Europe,Intimate Wellness
E45,Australia,Reckitt Core,Europe,ANZ,Intimate Wellness
E45,United Kingdom,Reckitt Core,Europe,North Europe,Intimate Wellness
E45,Baltics,Reckitt Core,Europe,East Europe,Intimate Wellness
E45,Ireland,Reckitt Core,Europe,North Europe,Intimate Wellness
E45,Health BU HQ,Reckitt Core,Other,n/a,Intimate Wellness
E45,Poland,Reckitt Core,Europe,East Europe,Intimate Wellness
E45,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Intimate Wellness
E45,Egypt,Reckitt Core,Emerging Markets,MENARP,#N/A
E45,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
E45,Hong Kong,Reckitt Core,Emerging Markets,Greater China & North Asia,#N/A
E45,Nigeria,Reckitt Core,Emerging Markets,Africa,#N/A
Earex,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Earex,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Earex,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Earex,Nigeria,Reckitt Core,Emerging Markets,Africa,#N/A
Earex,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Earthrite,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Earthrite,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Earthrite,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Easy Off,Peru,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off,Central America,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Easy Off,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Easy Off,Unknown (GEM),Reckitt Core,Emerging Markets,South Asia,Germ Protection
Easy Off,Other HQ,Reckitt Core,Other,n/a,Germ Protection
Easy Off,Hygiene BU HQ,Reckitt Core,Other,n/a,Germ Protection
Easy Off,Canada,Essential Home,North America,NAC,Cleaners
Easy Off,ENA BV,Essential Home,Europe,ENA BV,Cleaners
Easy Off,Poland,Essential Home,Europe,East Europe,Cleaners
Easy Off,New Zealand,Essential Home,Europe,N Europe and ANZ,Cleaners
Easy Off,Portugal,Essential Home,Europe,South East Europe,Cleaners
Easy Off,Australia,Essential Home,Europe,N Europe and ANZ,Cleaners
Easy Off,Mexico,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off,Colombia,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off,USA,Essential Home,North America,NAC,Cleaners
Easy Off,Costa Rica,Essential Home,Emerging Markets,LATAM,#N/A
Easy Off,United Kingdom,Essential Home,Europe,North Europe,#N/A
Easy Off,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Easy Off Bam,South Africa,Reckitt Core,Emerging Markets,Africa,Germ Protection
Easy Off Bam,USA,Essential Home,North America,NAC,Cleaners
Easy Off Bam,Peru,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off Bam,Chile,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off Bam,Venezuela,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off Bam,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Easy Off Bam,Hygiene BU HQ,Reckitt Core,Other,n/a,Germ Protection
Easy Off Bam,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Easy Off Bam,Other HQ,Reckitt Core,Other,n/a,Germ Protection
Easy Off Bam,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Easy Off Bam,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Germ Protection
Easy Off Bam,Korea,Reckitt Core,Emerging Markets,Greater China & North Asia,Germ Protection
Easy Off Bam,India,Reckitt Core,Emerging Markets,South Asia,Germ Protection
Easy Off Bam,Brazil,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off Bam,United Kingdom,Essential Home,Europe,N Europe and ANZ,Cleaners
Easy Off Bam,ENA BV,Essential Home,Europe,ENA BV,Cleaners
Easy Off Bam,New Zealand,Essential Home,Europe,N Europe and ANZ,Cleaners
Easy Off Bam,Portugal,Essential Home,Europe,South East Europe,Cleaners
Easy Off Bam,Australia,Essential Home,Europe,N Europe and ANZ,Cleaners
Easy Off Bam,Poland,Essential Home,Europe,East Europe,Cleaners
Easy Off Bam,Colombia,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off Bam,Mexico,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off Bam,Central America,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off Bam,Ecuador,Essential Home,Emerging Markets,LATAM,Cleaners
Easy Off Bam,Hygiene Europe HQ,Essential Home,Other,n/a,Other
Easy Off Bam,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Easy Off Bam,Canada,Essential Home,North America,NAC,#N/A
Easy Off Bam,Costa Rica,Essential Home,Emerging Markets,LATAM,#N/A
Easy On,Canada,Essential Home,North America,NAC,Cleaners
Easy On,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Easy On,Nigeria,Reckitt Core,Emerging Markets,Africa,Household Care
Easy On,Unknown (GEM),Reckitt Core,Emerging Markets,South Asia,Household Care
Easy On,Ghana & Ivory coast,Reckitt Core,Emerging Markets,Africa,Household Care
Easy On,Other HQ,Reckitt Core,Other,n/a,Household Care
Easy On,Malaysia,Reckitt Core,Emerging Markets,ASEAN,Household Care
Easy On,Hygiene BU HQ,Reckitt Core,Other,n/a,Household Care
Easy On,Pakistan,Reckitt Core,Emerging Markets,MENARP,Household Care
Easy On,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Easy On,USA,Essential Home,North America,NAC,Cleaners
Easy On,Central America,Essential Home,Emerging Markets,LATAM,Cleaners
Easy On,ENA BV,Essential Home,Europe,ENA BV,Cleaners
Easy On,Brazil,Essential Home,Emerging Markets,LATAM,#N/A
Easy On,Kenya,Reckitt Core,Emerging Markets,Africa,#N/A
Easy On,Mexico,Essential Home,Emerging Markets,LATAM,#N/A
Easy On,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Eclipse,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Eclipse,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Eclipse,India,Reckitt Core,Emerging Markets,South Asia,#N/A
Eclipse,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Ecogyn,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Ecogyn,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Ecogyn,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Edp,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Edp,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Edp,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Ela,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Ela,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Ela,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Elderpryl,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Elderpryl,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Elderpryl,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Electrasol,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Electrasol,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Electrasol,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Elena,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Elena,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Elena,Hygiene BU HQ,Reckitt Core,Other,n/a,Household Care
Elena,Other HQ,Reckitt Core,Other,n/a,Household Care
Elena,Hygiene Europe HQ,Essential Home,Other,n/a,Other
Elena,Portugal,Essential Home,Europe,South East Europe,Laundry
Elena,Spain,Essential Home,Europe,South East Europe,Laundry
Elena,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Endone,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Endone,Spain,Reckitt Core,Europe,West Europe,Self-Care
Endone,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Endone,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Endone,Chile,Reckitt Core,Emerging Markets,LATAM,Self-Care
Endone,Greece,Reckitt Core,Europe,South East Europe,Self-Care
Endone,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Enfa Mama,Colombia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Costa Rica,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Vietnam,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Peru,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Sri Lanka,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Thailand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Indonesia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Mexico,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Philippines,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,China,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Other Caribbean,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Panama,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,El Salvador,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Other HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Jamaica,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Venezuela,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Guatemala,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Honduras,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Brazil,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,New Zealand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Nicaragua,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Chile,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Puerto Rico,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Maldives,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Hygiene BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Pakistan,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Belize,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Ecuador,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,USA,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Nutrition
Enfa Mama,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Nutrition
Enfa Mama,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Mama,Central America,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Mama,Hong Kong,MJN Nutrition,Emerging Markets,Greater China & North Asia,#N/A
Enfa Mama,India,MJN Nutrition,Emerging Markets,South Asia,#N/A
Enfa Mama,Netherlands,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Mama,Poland,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Mama,Russian Fed,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Mama,Taiwan,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Origin,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Origin,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Origin,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Origin,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Other
Enfa Prem/A+ Gentlease (-care/Confort) 3,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Colombia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Costa Rica,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Ecuador,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Indonesia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Netherlands,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Peru,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Puerto Rico,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,USA,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 3,Vietnam,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 4,Colombia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 4,Indonesia,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Prem/A+ Gentlease (-care/Confort) 4,Vietnam,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfa Total Grow,China,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Total Grow,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Total Grow,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Total Grow,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfa Total Grow,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Nutrition
ENFA Vitamins,USA,MJN Nutrition,Nutrition,Nutrition,#N/A
Enfacare,Thailand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Belize,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Costa Rica,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Canada,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Honduras,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Ecuador,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Vietnam,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Argentina,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Dominican Republic,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Colombia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Chile,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,USA,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Puerto Rico,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Nicaragua,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Jamaica,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Indonesia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Hygiene BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Philippines,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Poland,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,France,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Peru,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,China,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Venezuela,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Spain,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Other Caribbean,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Guatemala,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,El Salvador,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Panama,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Mexico,MJN Nutrition,Nutrition,Nutrition,Nutrition
Enfacare,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
